year,month,retail_sales,retail_transfers,warehouse_sales
2017,7,0.65,1.0,4.0
2017,7,21.49,20.0,130.0
2017,7,7.25,9.0,59.0
2017,7,0.0,0.0,84.0
2017,7,2.23,3.0,65.0
2017,7,0.0,0.0,151.5
2017,7,0.0,0.0,663.0
2017,7,27.75,25.0,173.75
2017,7,1.15,1.0,1.0
2017,7,142.0,122.0,758.0
2017,7,18.0,16.0,96.0
2017,7,1364.0,1186.0,8521.92
2017,7,0.0,0.0,72.0
2017,7,262.0,230.0,226.0
2017,7,0.0,0.0,203.0
2017,7,6.0,5.0,116.0
2017,7,4.75,6.0,27.0
2017,7,15.75,16.0,118.0
2017,7,0.0,0.0,157.0
2017,7,32.47,29.92,9.0
2017,7,35.5,40.0,178.75
2017,7,45.25,22.0,60.0
2017,7,11.72,10.0,16.0
2017,7,2.0,0.0,4.0
2017,7,7.65,6.92,5.0
2017,7,0.56,0.0,0.0
2017,7,6.27,6.0,0.0
2017,7,8.78,11.0,0.0
2017,7,3.54,1.0,1.0
2017,7,1.0,0.0,0.0
2017,7,4.0,5.0,21.0
2017,7,0.67,1.0,1.0
2017,7,1.08,2.0,7.0
2017,7,10.0,10.0,44.0
2017,7,4.75,4.0,37.0
2017,7,6.0,3.0,26.0
2017,7,0.0,0.0,90.0
2017,7,23.12,24.0,130.75
2017,7,0.0,0.0,63.0
2017,7,0.0,0.0,424.94
2017,7,1.15,0.0,0.0
2017,7,5.0,3.0,20.0
2017,7,37.75,34.0,117.75
2017,7,201.7,178.0,670.71
2017,7,84.5,82.0,355.0
2017,7,0.0,0.0,3964.67
2017,7,0.0,0.0,616.0
2017,7,23.0,23.0,96.0
2017,7,19.33,14.0,356.0
2017,7,3.0,2.0,0.0
2017,7,1.29,3.0,20.0
2017,7,0.0,0.0,587.83
2017,7,0.0,0.0,330.25
2017,7,15.12,11.0,0.0
2017,7,6.5,6.0,53.5
2017,7,4.75,6.0,16.0
2017,7,1.66,0.92,0.0
2017,7,48.49,39.0,69.0
2017,7,5.75,0.0,0.0
2017,7,11.0,6.0,69.0
2017,7,0.0,0.0,170.0
2017,7,2.75,1.0,18.0
2017,7,950.0,648.0,6962.0
2017,7,5.04,5.0,1.0
2017,7,10.0,5.0,15.0
2017,7,2.54,3.0,11.0
2017,7,432.0,426.0,867.0
2017,7,0.0,0.0,187.0
2017,7,0.0,0.0,161.0
2017,7,6.0,9.0,369.0
2017,7,3.55,9.0,0.0
2017,7,1.0,2.0,472.0
2017,7,0.25,2.0,35.0
2017,7,171.0,180.0,209.0
2017,7,0.0,0.0,132.0
2017,7,3.63,11.0,0.0
2017,7,0.0,0.0,523.0
2017,7,1.5,2.0,18.0
2017,7,1.2,1.0,0.0
2017,7,0.0,0.0,106.0
2017,7,24.0,0.0,0.0
2017,7,0.0,0.0,109.92
2017,7,9.58,9.0,0.0
2017,7,7.42,3.0,1.0
2017,7,79.46,81.0,88.0
2017,7,0.41,1.0,1.0
2017,7,0.98,2.0,1.0
2017,7,2.58,1.0,0.0
2017,7,1.17,0.0,0.0
2017,7,0.0,1.0,6.92
2017,7,16.27,16.0,0.0
2017,7,0.17,0.0,3.0
2017,7,8.48,5.0,0.0
2017,7,2.64,0.0,0.0
2017,7,0.04,0.0,1.0
2017,7,7.7,4.0,2.0
2017,7,0.48,1.0,0.0
2017,7,0.81,0.0,0.0
2017,7,15.82,12.0,3.0
2017,7,0.88,2.0,1.0
2017,7,1.02,0.0,1.83
2017,7,3.06,6.0,0.0
2017,7,68.11,77.0,2.0
2017,7,1.0,0.0,2.0
2017,7,5.0,0.0,7.0
2017,7,6.45,8.0,54.0
2017,7,4.5,4.0,4.0
2017,7,6.91,5.0,4.0
2017,7,2.0,3.0,0.0
2017,7,3.75,2.0,16.0
2017,7,0.46,0.0,3.0
2017,7,6.5,0.0,1.0
2017,7,4.05,7.0,0.0
2017,7,2.75,0.0,3.0
2017,7,7.25,0.0,6.0
2017,7,4.55,9.0,1.0
2017,7,0.17,0.0,7.0
2017,7,3.0,5.0,3.0
2017,7,4.03,6.0,42.0
2017,7,18.5,17.0,51.0
2017,7,2.07,2.0,0.0
2017,7,0.66,1.0,0.0
2017,7,1.06,1.0,0.0
2017,7,2.21,1.0,3.0
2017,7,2.5,0.0,1.0
2017,7,1.75,5.0,20.0
2017,7,2.35,0.0,0.0
2017,7,1.19,2.0,8.0
2017,7,1.25,1.0,14.0
2017,7,4.75,6.0,10.0
2017,7,49.78,50.0,59.0
2017,7,10.73,9.0,1.0
2017,7,0.5,1.0,4.0
2017,7,1.0,0.0,1.0
2017,7,6.9,4.0,0.0
2017,7,4.0,1.0,3.0
2017,7,0.0,0.0,34.0
2017,7,5.55,8.0,3.0
2017,7,0.33,1.0,1.0
2017,7,6.11,7.0,6.0
2017,7,187.0,163.0,851.87
2017,7,44.04,42.0,112.0
2017,7,0.0,0.0,110.0
2017,7,5.25,5.0,26.75
2017,7,3.35,0.0,0.0
2017,7,207.62,208.75,507.0
2017,7,49.0,47.0,134.0
2017,7,1.17,0.0,2.0
2017,7,1.5,0.0,26.5
2017,7,0.0,0.0,397.92
2017,7,59.41,58.0,160.0
2017,7,0.0,0.0,48.0
2017,7,181.21,186.0,636.5
2017,7,27.2,25.0,78.0
2017,7,0.0,0.0,293.0
2017,7,4.5,14.0,48.0
2017,7,38.5,54.0,193.0
2017,7,14.26,11.0,4.0
2017,7,0.0,0.0,56.0
2017,7,1.52,3.92,0.0
2017,7,37.75,39.0,159.0
2017,7,0.5,1.0,26.0
2017,7,1.85,2.0,0.0
2017,7,6.0,4.0,356.75
2017,7,0.0,0.0,439.5
2017,7,1.0,1.0,51.0
2017,7,28.5,27.0,58.0
2017,7,1.3,3.0,0.0
2017,7,47.94,59.0,328.5
2017,7,0.0,0.0,37.0
2017,7,17.27,14.0,9.0
2017,7,14.05,16.0,12.0
2017,7,10.77,10.0,2.0
2017,7,10.75,2.0,11.0
2017,7,199.29,191.0,863.75
2017,7,13.67,9.83,3.0
2017,7,6.5,4.0,138.0
2017,7,62.42,45.0,126.0
2017,7,12.0,8.0,25.0
2017,7,6.9,5.0,0.0
2017,7,2.75,1.0,7.0
2017,7,9.61,13.0,6.0
2017,7,60.61,48.0,198.0
2017,7,24.0,31.0,75.0
2017,7,11.0,10.0,20.0
2017,7,21.0,20.0,36.0
2017,7,19.75,21.0,43.75
2017,7,18.63,15.0,0.0
2017,7,2.5,2.0,13.0
2017,7,1.7,3.0,0.0
2017,7,1.88,1.0,1.0
2017,7,119.0,81.0,3152.0
2017,7,22.5,19.0,59.0
2017,7,2.5,1.0,10.0
2017,7,3.5,6.0,7.0
2017,7,35.5,37.0,317.0
2017,7,11.25,9.0,156.0
2017,7,1.36,1.0,14.0
2017,7,4.0,0.0,0.0
2017,7,0.0,0.0,225.92
2017,7,3.0,1.0,33.0
2017,7,17.25,14.0,50.0
2017,7,37.25,32.0,244.0
2017,7,0.0,0.0,59.0
2017,7,7.61,10.0,6.0
2017,7,9.75,8.0,88.0
2017,7,32.1,31.0,68.0
2017,7,1.7,2.0,17.0
2017,7,0.0,0.0,66.0
2017,7,0.0,0.0,166.0
2017,7,0.0,0.0,141.0
2017,7,62.0,57.0,77.0
2017,7,28.62,25.0,19.0
2017,7,0.0,0.0,129.92
2017,7,5.32,7.0,0.0
2017,7,3.5,1.0,232.5
2017,7,23.5,22.0,160.0
2017,7,19.0,11.0,134.5
2017,7,11.25,28.0,14.0
2017,7,8.5,13.0,44.0
2017,7,9.0,7.0,30.0
2017,7,25.27,23.0,18.0
2017,7,3.0,4.0,1.0
2017,7,0.0,0.0,783.89
2017,7,45.0,48.0,117.0
2017,7,3.0,2.0,310.5
2017,7,0.0,0.0,495.83
2017,7,24.5,23.0,47.75
2017,7,11.45,10.0,25.0
2017,7,59.0,63.0,169.5
2017,7,18.0,14.0,12.0
2017,7,280.0,169.0,419.0
2017,7,0.0,0.0,101.0
2017,7,3.25,5.0,7.0
2017,7,0.0,0.0,445.73
2017,7,2.89,4.0,63.96
2017,7,0.0,0.0,359.73
2017,7,0.0,0.0,103.62
2017,7,0.0,0.0,49.0
2017,7,6.29,7.0,286.2
2017,7,23.75,15.0,123.0
2017,7,0.0,0.0,143.83
2017,7,7.2,10.0,276.87
2017,7,49.5,45.0,203.0
2017,7,1.02,2.0,5.0
2017,7,0.0,0.0,482.07
2017,7,9.5,14.0,97.0
2017,7,3.58,4.0,375.87
2017,7,0.0,0.0,271.6
2017,7,0.0,0.0,787.2
2017,7,0.04,0.0,39.0
2017,7,88.87,80.0,254.0
2017,7,0.16,0.0,4.0
2017,7,0.0,0.0,70.5
2017,7,30.25,30.0,113.75
2017,7,18.0,17.0,89.75
2017,7,1.34,1.0,13.0
2017,7,17.25,14.0,137.0
2017,7,0.5,2.0,14.0
2017,7,1.0,2.0,49.0
2017,7,8.75,4.0,4.0
2017,7,126.57,122.83,10.0
2017,7,65.9,67.83,62.0
2017,7,8.5,6.0,10.0
2017,7,0.5,1.0,2.0
2017,7,0.5,0.0,13.0
2017,7,1.52,20.0,0.0
2017,7,73.5,64.0,190.0
2017,7,2.82,2.0,0.0
2017,7,92.28,102.0,328.92
2017,7,34.29,13.0,16.0
2017,7,8.5,12.0,15.0
2017,7,17.29,18.0,0.0
2017,7,4.0,4.0,16.0
2017,7,42.72,44.96,1.0
2017,7,1.5,4.0,46.75
2017,7,95.87,94.0,132.0
2017,7,424.84,389.0,6.0
2017,7,22.0,24.0,214.0
2017,7,1.36,1.0,5.0
2017,7,7.98,9.98,0.0
2017,7,7.1,6.0,0.0
2017,7,0.25,1.0,29.0
2017,7,4.55,3.0,14.0
2017,7,4.06,6.0,12.0
2017,7,3.0,3.0,23.0
2017,7,2.75,4.0,26.0
2017,7,1.99,1.0,2.0
2017,7,2.75,5.0,39.0
2017,7,0.42,1.0,1.0
2017,7,0.25,1.0,0.0
2017,7,67.29,51.0,54.0
2017,7,55.61,45.0,41.0
2017,7,111.34,110.83,115.67
2017,7,25.78,26.0,22.0
2017,7,5.64,0.0,0.0
2017,7,13.83,8.0,0.0
2017,7,40.53,39.0,3.0
2017,7,9.35,8.0,17.0
2017,7,4.58,2.83,0.0
2017,7,46.72,40.0,0.0
2017,7,10.54,11.0,0.0
2017,7,60.75,49.0,0.0
2017,7,3.39,1.0,0.0
2017,7,34.24,31.0,0.0
2017,7,52.24,44.0,1.0
2017,7,56.95,56.0,0.0
2017,7,1.96,1.0,0.0
2017,7,14.57,15.0,0.0
2017,7,1.77,1.0,1.0
2017,7,27.57,19.84,1.0
2017,7,106.89,92.0,1.0
2017,7,18.07,14.0,0.0
2017,7,11.35,12.0,0.0
2017,7,8.36,10.92,0.0
2017,7,64.77,57.92,1.0
2017,7,48.13,39.0,0.0
2017,7,60.5,63.0,199.75
2017,7,9.5,11.0,39.0
2017,7,45.78,42.0,1.0
2017,7,19.69,21.67,0.0
2017,7,20.82,22.0,0.0
2017,7,12.31,10.0,1.0
2017,7,4.33,4.0,0.0
2017,7,3.89,1.0,0.0
2017,7,7.21,5.0,0.0
2017,7,8.22,5.0,21.0
2017,7,5.76,6.0,0.0
2017,7,6.6,6.0,0.0
2017,7,6.0,6.0,14.0
2017,7,32.0,26.0,43.0
2017,7,2.25,6.0,26.0
2017,7,48.39,46.92,12.0
2017,7,53.16,44.0,6.0
2017,7,1.25,1.0,9.0
2017,7,55.75,47.92,0.0
2017,7,4.17,1.0,0.0
2017,7,0.64,0.0,0.0
2017,7,11.2,13.0,0.0
2017,7,2.71,4.0,0.0
2017,7,0.25,1.0,4.0
2017,7,10.5,8.0,22.0
2017,7,2.58,3.0,0.0
2017,7,1.5,0.0,23.0
2017,7,9.82,7.0,0.0
2017,7,1.5,4.0,9.0
2017,7,1.78,2.0,0.0
2017,7,3.03,3.0,0.0
2017,7,1.5,2.0,83.0
2017,7,48.8,43.0,1.0
2017,7,5.75,6.0,24.0
2017,7,3.17,4.0,0.0
2017,7,5.14,6.0,0.0
2017,7,1.48,6.0,0.0
2017,7,0.0,10.0,317.33
2017,7,28.0,26.0,0.0
2017,7,1.01,0.0,0.0
2017,7,8.25,5.0,29.0
2017,7,11.25,7.0,41.0
2017,7,16.0,14.0,36.0
2017,7,21.5,16.0,81.0
2017,7,64.32,64.0,0.0
2017,7,2.25,2.0,19.0
2017,7,244.0,217.0,350.0
2017,7,1.7,1.0,8.0
2017,7,1.15,1.0,0.0
2017,7,1.5,0.0,0.0
2017,7,3.5,0.0,8.0
2017,7,46.55,35.83,0.0
2017,7,10.0,9.0,7.0
2017,7,198.38,175.83,0.0
2017,7,20.75,19.0,44.0
2017,7,12.0,14.0,37.0
2017,7,109.45,113.49,0.0
2017,7,0.75,1.0,0.0
2017,7,0.0,0.0,350.0
2017,7,61.79,61.0,0.0
2017,7,0.85,1.0,4.0
2017,7,3.2,3.0,0.0
2017,7,10.0,11.0,48.0
2017,7,3.5,4.0,11.0
2017,7,9.5,8.0,28.0
2017,7,0.0,0.0,150.67
2017,7,18.99,20.0,1.0
2017,7,30.25,25.0,88.0
2017,7,5.0,5.0,19.0
2017,7,0.68,2.0,0.0
2017,7,10.5,5.0,40.0
2017,7,23.75,15.0,69.5
2017,7,116.58,112.0,393.0
2017,7,1.09,2.0,803.42
2017,7,2.75,10.0,15.0
2017,7,6.5,10.0,58.0
2017,7,2.0,2.0,69.0
2017,7,0.34,1.0,3.0
2017,7,33.5,47.0,289.0
2017,7,2.04,2.0,0.0
2017,7,0.0,0.0,21.0
2017,7,2.14,3.0,1.0
2017,7,18.12,16.0,0.0
2017,7,0.0,0.0,138.0
2017,7,14.0,20.0,101.0
2017,7,1.53,0.0,0.0
2017,7,0.5,1.0,49.0
2017,7,6.04,5.0,261.67
2017,7,18.46,16.0,34.0
2017,7,11.99,11.0,2.0
2017,7,0.0,0.0,57.88
2017,7,14.25,16.0,86.0
2017,7,7.75,6.0,26.0
2017,7,0.0,0.0,346.33
2017,7,50.91,41.0,233.5
2017,7,3.25,3.0,3.0
2017,7,59.25,44.0,129.75
2017,7,0.0,0.0,530.0
2017,7,3.19,1.0,2.0
2017,7,4.5,3.0,208.5
2017,7,0.0,0.0,86.0
2017,7,3.25,0.0,0.0
2017,7,1.9,1.0,75.58
2017,7,0.0,5.0,5.0
2017,7,28.25,34.0,60.0
2017,7,0.0,0.0,582.0
2017,7,1.25,5.0,64.0
2017,7,8.75,10.0,5.0
2017,7,29.71,31.0,120.0
2017,7,5.03,5.0,146.0
2017,7,0.0,0.0,88.0
2017,7,19.04,26.0,139.0
2017,7,50.62,54.0,83.0
2017,7,14.75,13.0,74.0
2017,7,20.0,15.0,384.0
2017,7,67.75,60.0,225.75
2017,7,0.0,0.0,85.0
2017,7,1.08,2.0,0.0
2017,7,1.68,3.0,22.0
2017,7,0.0,0.0,1311.0
2017,7,0.0,0.0,285.0
2017,7,0.0,0.0,197.0
2017,7,4.75,4.0,27.0
2017,7,6.25,6.0,9.0
2017,7,23.78,28.0,0.0
2017,7,5.5,6.0,31.75
2017,7,1.0,1.0,31.0
2017,7,24.5,22.0,30.0
2017,7,3.34,3.0,0.0
2017,7,0.0,0.0,132.79
2017,7,62.55,61.0,6.0
2017,7,4.62,8.0,0.0
2017,7,12.73,13.0,1.0
2017,7,5.0,0.0,86.0
2017,7,3.5,5.0,34.5
2017,7,9.58,16.0,0.0
2017,7,8.55,10.0,0.0
2017,7,8.75,7.0,60.0
2017,7,9.75,11.0,26.0
2017,7,0.6,1.0,0.0
2017,7,26.75,26.0,62.0
2017,7,1.44,1.0,0.0
2017,7,149.75,131.0,355.0
2017,7,4.0,3.0,0.0
2017,7,0.84,2.0,2.0
2017,7,20.81,45.0,0.0
2017,7,156.21,149.0,0.0
2017,7,0.5,1.0,25.0
2017,7,1.08,0.0,1.0
2017,7,163.71,143.0,0.0
2017,7,9.32,9.0,4.0
2017,7,0.25,1.0,8.0
2017,7,20.36,11.0,0.0
2017,7,6.16,6.0,0.0
2017,7,22.77,25.0,8.0
2017,7,1.5,0.0,14.0
2017,7,8.25,0.0,9.0
2017,7,1.95,1.0,7.0
2017,7,2.05,2.0,8.0
2017,7,1.75,1.0,6.0
2017,7,2.2,1.0,6.0
2017,7,5.04,0.0,5.0
2017,7,37.86,34.0,0.0
2017,7,5.25,6.0,23.0
2017,7,22.25,21.0,49.0
2017,7,5.39,4.0,55.0
2017,7,25.48,17.0,0.0
2017,7,1.5,0.0,8.0
2017,7,1.25,0.0,8.0
2017,7,10.53,8.0,1.0
2017,7,0.04,0.0,8.0
2017,7,11.5,14.0,103.0
2017,7,33.38,30.0,0.0
2017,7,2.96,6.0,51.75
2017,7,12.81,10.0,1.0
2017,7,1.0,3.0,0.0
2017,7,2.0,2.0,74.75
2017,7,0.75,0.0,6.0
2017,7,599.12,537.0,1093.46
2017,7,0.73,2.0,0.0
2017,7,13.5,16.0,25.0
2017,7,1.29,3.0,0.0
2017,7,3.01,4.0,0.0
2017,7,76.0,72.0,127.0
2017,7,0.93,0.0,1.0
2017,7,1.21,1.0,0.0
2017,7,29.7,27.0,10.0
2017,7,3.88,5.0,0.0
2017,7,0.56,0.0,2.0
2017,7,68.08,69.0,136.0
2017,7,0.2,0.0,0.0
2017,7,18.87,21.0,0.0
2017,7,15.5,14.0,63.0
2017,7,0.0,4.0,12.0
2017,7,2.75,2.0,0.0
2017,7,1.0,1.0,14.0
2017,7,32.5,39.0,57.5
2017,7,2.25,0.0,9.0
2017,7,4.82,6.0,0.0
2017,7,1.18,0.0,2.0
2017,7,82.67,86.0,3.0
2017,7,2.03,4.0,3.0
2017,7,4.94,8.0,2.0
2017,7,2.0,2.0,0.0
2017,7,1.32,1.0,1.0
2017,7,3.0,0.0,5.96
2017,7,6.25,7.0,41.0
2017,7,0.25,2.0,23.0
2017,7,7.25,10.0,68.0
2017,7,1.0,1.0,25.0
2017,7,177.49,168.0,9.0
2017,7,2.27,0.0,0.0
2017,7,1.29,2.0,0.0
2017,7,15.66,13.92,0.0
2017,7,0.29,1.0,1.0
2017,7,7.25,2.0,0.0
2017,7,4.25,0.0,0.0
2017,7,0.67,1.0,9.0
2017,7,4.5,7.0,24.0
2017,7,1.7,2.0,0.0
2017,7,4.87,4.99,0.0
2017,7,1.36,1.0,4.0
2017,7,0.68,1.0,14.0
2017,7,0.5,0.0,15.0
2017,7,6.74,8.0,4.0
2017,7,16.0,22.5,44.0
2017,7,22.42,14.0,0.0
2017,7,8.75,16.0,1.0
2017,7,3.22,6.0,0.0
2017,7,0.25,0.0,11.0
2017,7,4.0,11.0,12.0
2017,7,8.94,14.0,1.0
2017,7,1.0,1.0,5.0
2017,7,0.0,2.0,21.0
2017,7,24.1,24.0,15.0
2017,7,0.49,1.0,0.0
2017,7,7.01,6.0,2.0
2017,7,6.46,6.0,2.0
2017,7,1.35,1.0,0.0
2017,7,90.06,103.0,45.0
2017,7,0.16,1.0,1.0
2017,7,0.16,0.0,9.0
2017,7,1.74,0.0,4.0
2017,7,5.05,4.0,8.0
2017,7,12.48,10.0,19.0
2017,7,3.7,3.0,8.0
2017,7,3.26,0.0,0.0
2017,7,0.33,0.0,4.0
2017,7,0.33,0.0,5.92
2017,7,38.84,36.0,0.0
2017,7,19.91,16.0,14.0
2017,7,19.23,29.0,30.0
2017,7,23.05,26.0,7.0
2017,7,4.86,0.0,2.0
2017,7,0.08,1.0,0.0
2017,7,1.64,0.0,0.0
2017,7,8.19,10.0,8.0
2017,7,0.17,1.0,0.0
2017,7,4.91,1.0,0.0
2017,7,16.62,13.0,2.0
2017,7,3.74,2.0,1.0
2017,7,26.36,30.0,0.0
2017,7,0.74,0.0,1.0
2017,7,0.16,0.0,7.0
2017,7,34.17,36.0,1.0
2017,7,5.83,8.0,9.92
2017,7,1.4,0.0,0.0
2017,7,10.58,10.0,6.0
2017,7,0.17,1.0,1.0
2017,7,3.38,0.0,0.0
2017,7,0.0,0.0,30.0
2017,7,0.25,1.0,1.0
2017,7,1.4,3.0,25.0
2017,7,0.32,0.0,15.0
2017,7,39.61,45.0,0.0
2017,7,13.05,14.0,6.0
2017,7,22.1,20.92,52.0
2017,7,1.06,1.0,2.0
2017,7,0.57,1.58,0.0
2017,7,1.32,0.0,0.0
2017,7,1.7,1.0,1.0
2017,7,112.15,95.0,1.0
2017,7,1.06,4.0,0.0
2017,7,3.08,2.0,1.0
2017,7,3.49,1.0,9.0
2017,7,0.73,3.0,0.0
2017,7,8.34,11.0,1.0
2017,7,0.17,0.0,6.0
2017,7,0.0,0.0,19.5
2017,7,2.6,0.0,0.0
2017,7,0.9,1.0,6.0
2017,7,1.64,1.0,6.0
2017,7,11.83,5.0,4.0
2017,7,1.31,2.0,5.0
2017,7,11.07,14.0,5.0
2017,7,0.33,1.0,11.0
2017,7,1.07,1.0,2.0
2017,7,14.11,15.0,5.0
2017,7,4.65,2.0,6.0
2017,7,0.67,0.0,12.0
2017,7,1.67,1.0,6.0
2017,7,0.04,0.0,4.0
2017,7,0.81,0.0,4.0
2017,7,6.37,19.0,0.0
2017,7,3.68,5.0,40.0
2017,7,1.01,1.0,15.0
2017,7,0.4,1.0,3.0
2017,7,13.48,14.92,8.0
2017,7,7.65,8.0,5.0
2017,7,1.31,0.92,1.0
2017,7,1.44,2.0,2.0
2017,7,2.79,5.0,10.0
2017,7,1.89,2.0,1.0
2017,7,13.61,18.0,4.0
2017,7,5.72,10.0,0.0
2017,7,1.56,4.0,6.0
2017,7,1.36,2.0,2.0
2017,7,2.22,1.0,2.0
2017,7,46.1,48.0,64.0
2017,7,29.06,26.0,40.0
2017,7,53.55,57.0,136.0
2017,7,4.41,6.0,3.0
2017,7,2.89,3.0,7.0
2017,7,0.48,0.0,3.0
2017,7,2.84,9.0,1.0
2017,7,1.35,0.0,1.0
2017,7,7.07,6.0,1.0
2017,7,0.08,0.0,8.0
2017,7,1.4,0.0,5.0
2017,7,2.5,4.0,3.0
2017,7,1.9,2.0,8.0
2017,7,2.11,2.0,2.0
2017,7,25.85,25.0,33.75
2017,7,1.34,1.0,0.0
2017,7,15.19,17.0,1.0
2017,7,3.0,3.83,63.0
2017,7,0.25,1.0,11.0
2017,7,0.98,0.0,3.0
2017,7,0.41,1.0,0.0
2017,7,2.27,3.0,1.0
2017,7,0.66,1.0,1.0
2017,7,2.36,3.0,0.0
2017,7,6.95,6.0,0.0
2017,7,1.51,3.0,0.0
2017,7,7.38,4.0,0.0
2017,7,1.31,0.0,0.0
2017,7,32.75,23.0,23.0
2017,7,5.14,7.92,1.0
2017,7,46.78,35.0,0.0
2017,7,1.86,2.0,22.0
2017,7,0.85,1.0,0.0
2017,7,0.49,0.0,4.0
2017,7,0.96,0.0,0.0
2017,7,0.64,0.0,2.0
2017,7,15.19,15.0,5.0
2017,7,23.23,22.0,0.0
2017,7,2.17,0.0,0.0
2017,7,0.08,0.0,11.0
2017,7,0.64,3.0,0.0
2017,7,1.36,1.0,6.0
2017,7,1.13,3.0,6.0
2017,7,75.61,80.92,36.0
2017,7,0.08,0.0,6.0
2017,7,4.96,6.0,24.0
2017,7,0.32,0.0,6.0
2017,7,0.92,1.0,0.0
2017,7,1.24,0.0,0.0
2017,7,0.32,0.0,2.0
2017,7,0.34,0.0,18.0
2017,7,24.91,21.0,2.0
2017,7,0.0,1.0,6.0
2017,7,2.23,4.0,19.0
2017,7,2.04,3.0,2.0
2017,7,79.96,75.0,4.0
2017,7,0.97,1.0,2.0
2017,7,7.57,22.0,0.0
2017,7,16.96,15.0,0.0
2017,7,1.08,1.0,1.0
2017,7,77.19,82.83,0.0
2017,7,0.49,0.0,1.0
2017,7,15.04,12.0,0.0
2017,7,0.58,0.0,7.0
2017,7,9.83,14.0,0.0
2017,7,2.53,3.0,3.83
2017,7,0.0,0.0,2.92
2017,7,113.56,106.5,87.0
2017,7,9.24,13.0,0.0
2017,7,0.0,0.0,0.92
2017,7,0.74,0.0,6.0
2017,7,1.0,1.0,8.0
2017,7,0.9,1.0,2.0
2017,7,0.08,0.0,14.0
2017,7,2.32,1.0,0.0
2017,7,2.86,6.0,12.0
2017,7,2.2,2.0,0.0
2017,7,3.89,3.83,1.0
2017,7,5.28,5.0,22.0
2017,7,4.83,0.0,0.0
2017,7,3.39,1.0,1.0
2017,7,4.82,3.0,7.0
2017,7,0.08,1.0,23.0
2017,7,4.53,3.0,4.0
2017,7,2.39,0.92,1.0
2017,7,1.88,1.0,2.0
2017,7,6.92,5.0,5.0
2017,7,13.96,13.0,13.0
2017,7,0.0,3.0,158.0
2017,7,3.02,4.0,15.0
2017,7,1.81,1.0,12.0
2017,7,2.21,3.0,0.0
2017,7,1.23,3.0,4.0
2017,7,21.5,21.0,65.75
2017,7,3.06,3.0,0.0
2017,7,3.25,6.0,64.0
2017,7,35.76,23.0,3.0
2017,7,8.5,10.0,76.0
2017,7,16.5,12.0,43.0
2017,7,0.66,0.0,0.0
2017,7,0.0,0.0,55.93
2017,7,46.25,56.0,327.0
2017,7,0.0,0.0,100.0
2017,7,2.25,2.0,1.0
2017,7,0.0,0.0,68.0
2017,7,1.75,0.0,1.0
2017,7,0.0,0.0,464.8
2017,7,31.25,36.0,150.0
2017,7,5.0,6.0,54.5
2017,7,38.54,38.0,167.0
2017,7,20.11,19.0,29.0
2017,7,1.07,0.0,0.0
2017,7,2.58,1.0,20.0
2017,7,11.0,12.0,44.0
2017,7,0.0,0.0,169.5
2017,7,0.0,1.0,4.0
2017,7,2.0,6.0,16.0
2017,7,10.75,9.0,29.0
2017,7,8.41,12.0,3.0
2017,7,12.54,16.0,69.0
2017,7,96.5,73.0,1669.5
2017,7,4.22,3.0,0.0
2017,7,10.0,17.0,116.0
2017,7,0.0,0.0,29.0
2017,7,50.5,61.0,123.0
2017,7,0.85,2.0,0.0
2017,7,4.75,0.0,0.0
2017,7,3.95,5.0,16.0
2017,7,32.5,29.0,146.0
2017,7,3.5,3.0,16.0
2017,7,2.1,7.0,13.0
2017,7,16.5,18.0,120.0
2017,7,11.0,8.0,41.0
2017,7,7.5,9.0,46.0
2017,7,22.98,21.92,13.0
2017,7,1.22,1.0,0.0
2017,7,6.81,4.0,11.0
2017,7,1.18,0.0,0.0
2017,7,4.31,5.0,2.0
2017,7,3.61,0.0,3.0
2017,7,0.4,1.0,8.0
2017,7,19.08,18.0,2.0
2017,7,5.46,6.92,1.0
2017,7,3.36,3.0,4.0
2017,7,1.95,1.0,5.0
2017,7,2.75,0.0,0.0
2017,7,1.64,1.0,0.0
2017,7,1.89,1.0,7.0
2017,7,5.0,5.0,137.5
2017,7,0.75,0.0,3.0
2017,7,15.92,15.0,6.0
2017,7,16.95,16.0,14.0
2017,7,19.73,17.0,11.0
2017,7,26.03,30.0,4.0
2017,7,0.48,5.0,8.0
2017,7,2.54,6.0,1.0
2017,7,5.4,2.0,3.0
2017,7,0.56,1.0,1.0
2017,7,7.1,7.0,3.0
2017,7,7.3,6.83,16.0
2017,7,0.58,5.0,0.0
2017,7,1.06,2.0,29.0
2017,7,8.17,11.0,9.0
2017,7,2.82,4.0,1.0
2017,7,0.17,1.0,8.0
2017,7,0.75,1.0,5.0
2017,7,0.8,1.0,0.0
2017,7,2.11,3.0,8.0
2017,7,0.0,1.0,34.0
2017,7,0.0,0.0,31.0
2017,7,0.24,3.0,0.0
2017,7,3.79,3.0,2.0
2017,7,6.75,7.0,84.0
2017,7,6.69,7.0,3.0
2017,7,3.0,4.0,38.0
2017,7,3.75,4.0,45.0
2017,7,3.0,2.0,44.5
2017,7,3.0,1.0,0.0
2017,7,1.73,0.0,0.0
2017,7,2.44,2.0,4.0
2017,7,0.0,0.0,99.0
2017,7,1.69,2.0,0.0
2017,7,13.75,14.0,62.0
2017,7,0.68,1.0,7.0
2017,7,2.05,0.0,2.0
2017,7,0.11,0.0,0.0
